indicator_code,definition,guidance
002003018,公司针对安全风险及突发事件建立的应急响应机制,"企业需要披露建立针对安全风险及突发事件的应急响应机制。
注意：
1. 这里的响应机制是针对突发事件，特别是安全相关的重大灾难事件的，且必须是长期建立的而不是在发生某个事件后临时组建的应急管理部门。
2. 疫情相关不可接受"
002003019,公司为防范安全风险开展的风险评估,"企业需要披露针对安全问题进行风险评估。包括对工作场所的安全隐患排查，评估企业对员工职业健康及安全的影响等。不包括对于供应商的安全风险评估。
注意：
1. 疫情相关不可接受"
002003021,公司为预防、控制和消除职业病危害的政策或措施,企业需要披露有关针对防治职业病的相关管理规定以及如何帮助员工预防职业病的措施。
002003023,公司关于放射源、放射线等的辐射风险来源的管理流程或措施,企业披露有关于如何管理辐射安全的相关体系或程序，提到相关的管理政策或措施即可。
002003025,公司关于防治驾驶员疲劳驾驶的措施,"企业披露预防驾驶员疲劳驾驶的政策和措施，包括但不限于:
1.信息化监控平台进行驾驶员驾驶安全管理
2.安全教育"
002004004,公司开展的面向外部社区的公益项目的披露情况,企业需要披露其建立或组织的公益性项目。
002004008,公司为推进当地雇佣采取的政策或举措,"企业需要披露明确提到“当地/本地""，或者明确提到要促进当地雇佣。可以是政策方针，也可以是措施。
注意：
1. 当地的概念是对于企业运营所在社区/地区"
002004009,公司为推进当地采购采取的政策或举措,"企业需要明确披露提到当地采购，或者促进当地采购的相关政策方针和措施。对于对点扶贫地区的原料等需要辨别是否属于“当地”。
注意：
1. 当地的概念是对于企业运营所在社区/地区。"
002004010,公司设立的公益基金会情况,首先需要明确公益基金会是企业主体范围的，如果是母企业或是冠由企业实体名字但不是企业主体范围的不能纳入其中。基金会本身需要是慈善或公益目的，包括帮助弱势群体，教育，医疗支持等。支持创新的基金会也可接受，例如鼓励大学生创新基金会。
002004011,公司为提升社会教育水平开展的助学项目情况,"企业需要披露报告年度内的助学项目，包括但不限于：
为弱势群体提供就学机会；帮助贫困学生进行学费补助；为学校设立奖学金激励学员；资助学院进行创新技术大赛等。"
002004013,公司成立的长期性的志愿者组织或长期开展的志愿者项目,企业需要披露长期的志愿者项目，而非一次性的。企业有志愿者组织且定期开展一定的公益活动也可接受。
002004015,公司针对利益相关方在人权方面指定的管理政策,企业需要披露提到人权相关的管理政策，需要具体到有相应的政策及管理制度条例。
002004016,公司针对利益相关方设置的关于违反人权的申诉渠道,企业需要披露人权申诉机制，主要针对一些重大管理缺失，职场暴力，性骚扰等人权问题的员工申诉通道及调查处理流程
002004017,公司针对利益相关方的人权风险制定的评估机制,"企业需要披露人权风险评估内容需要包括：
1.人权风险评估的范围及运营覆盖面
2.人权风险评估的机制和流程。
3.人权风险评估涉及范围至少包括
1）安全健康工作环境
2）杜绝不法歧视以确保工作机会均等
3）禁用童工
4）禁止强迫劳工
5）信息安全
6）自由结社
7）平等工资
8）工作时间
4．人权风险评估后的风控措施"
002004018,公司披露的关于开展公益项目时所关注的重点领域，如教育、艺术、环境等,企业需要披露在开展公益活动时所关注的重点领域或社会问题。常见的注重的领域包括但不限于教育，推广正面文化，关怀弱势，照顾老人，保护环境等。需要有一段相关概述，只披露简单的标题不能接受。
002004019,公司为提升社会医疗水平开展的公益活动,"组织开办非盈利形式的公益活动,以解决协助社会存在的医疗问题。一般是医疗企业或者药企等有资源和技术的企业提供的医疗救助活动，例如“乡村医生”项目或对于医疗物资匮乏地区的长期资助，其目的是促进社会医疗公平。因此，对于大多数企业在疫情期间的简单捐款捐物不属于医疗公益。"
002004020,公司为减少辐射对周边社区的影响而设置与周边社区的沟通机制或措施,"1. 对当地社会有实际或潜在重大负面影响的运营地（位置及具体影响）
2. 有当地社区参与、影响评估和/ 或发展计划的运营点百分比，包括以下途径：
1）基于参与过程的辐射影响评估
2）辐射影响评估和持续监测；
3）公开披露辐射剂量监测结果；
4）基于当地社区需求的当地社区发展计划；
5）基于利益相关方映射的利益相关方参与计划；
6）涉及面广的当地社区咨询委员会和咨询流程，弱势群体包含在内；
7）工作委员会、职业健康与安全委员会以及其他工作者代表机构处理影响；
8）当地社区正规申诉流程。"
002004021,公司关于土地使用及当地居民安置的管理措施,"经确定的报告期内占用当地居民土地及对于当地居民采取安置措施的管理措施，及可能受到组织现有或计划的活动影响的社区
参考以下方面：
1. 由组织审查的有关占用当地区民土地或者剥夺当地居民相关权利的事件；
2. 对于相关事件实施的补救计划；
3. 已经实施并且通过内部例行管理审查流程审查了结果的补救计划；
4. 不再需要采取行动的事件。"
002004022,从事自然资源开采的公司关于场区安保制度的遵循原则,如组织有提到针对场区的安保遵守安全与人权资源原则（VPSHR）或其他惯例有提到“场区安保”字眼的就可以
002004023,公司关于生产引起的异味排放管理措施,组织需要披露减少或控制气味排放的管理方针、政策或承诺。相关的方针要明确地指向减少气味的排放。
002004024,公司关于生产引起的噪音及振动管理措施,组织需要披露减少或控制噪声及振动的管理方针、政策或承诺。相关的方针要明确地指向减少噪声及振动。
002004025,公司对城市再开发、旧城改造等革新项目的实施情况,"城市的再开发，提升全面恶化的建筑物公共服务设施等有关城市生活环境要素的质量；
整治改善，整治那些建筑物及其他市政设施由于缺乏维护而产生设施老化，建筑破坏，环境不佳的地区；
保护，适用于历史建筑或环境状况保持良好的历史地区；更城市化数字化的改造；老城区转型成新城区。"
002004026,公司关于对业主或租户产生的环境影响的管理措施,"组织针对业主和租户订立协议以提升环境影响管理
组织针对业主和租户的环境影响开展有意义的环保意识活动（定期开展机制的优先）
组织针对业主和租住有一套完善的环境管理体系和流程"
002004027,公司为减少经营活动产生的负面环境或社会影响而设置的与周边社区的沟通机制,"1. 对当地社会有实际或潜在重大负面影响的运营地（位置及具体影响）
2. 可能存在的影响说明，包括但不限于：
当地社区的经济影响；
社会性别平等程度；
卫生和教育基础设施；
与运营点的接近程度；
地方和国家机构在当地社区的治理强度和治理质量；
影响环境和人体健康 
污染物的影响
当地社区主要雇主的地位；
自然资源消耗影响
2．有当地社区参与、影响评估和/ 或发展计划的运营点百分比，包括以下途径：
基于参与过程的社会影响评估，包括性别影响评估；
环境影响评估和持续监测；
公开披露环境和社会影响评估结果；
基于当地社区需求的当地社区发展计划；
基于利益相关方映射的利益相关方参与计划；
涉及面广的当地社区咨询委员会和咨询流程，弱势群体包含在内；
工作委员会、职业健康与安全委员会以及其他工作者代表机构处理影响；
当地社区正规申诉流程。
上述途径只要采取一种及以上即可摘录"
002004040,公司参与“一带一路”建设以及在海外经营过程中的社会责任履行情况,"企业需要披露企业在报告期内参与“一带一路”的项目建设以及海外经营过程中的社会责任履行情况，例如像是企业积极参与当地社区事务，支持社区发展项目，促进当地社区的繁荣等情况。
“一带一路”项目建设：主要指的是在“一带一路”沿线国家和地区开展的各种基础设施建设项目，例如港口、铁路、公路、桥梁、管道等，以及能源、通信等领域的合作项目。"
002004041,公司参与乡村振兴的项目及措施,"企业需要披露企业参与乡村振兴的项目以及采取的相关措施。
注意：
1. 需要出现“乡村振兴”关键词，如未提到关键词，只是披露了在农村地区的公益活动，则无需摘录到当前指标。
乡村振兴项目包括产业、人才、文化、生态、组织振兴。企业通过支持农村产业发展，加强农村基础设施建设，包括道路、水利、电力、通讯等基础设施建设，以及加强农村教育、医疗、文化等公共服务事业建设，缩小城乡差距。
主要会出现在年报“乡村振兴”章节，其他的报告可能会出现在“社会责任”章节。需要将企业披露参与的项目以及采取的相关措施都摘录完整。"
002005001,公司为保障或提升产品质量与安全水平而采取的管理措施,"企业需要详细披露为了保证产品质量与安全采取的管理措施或政策。
只是披露“保证产品质量安全”等简短的一句话不符合要求，需要有详细的政策或措施。"
002005001001,公司为保障或提升食品安全水平而采取的管理措施,"组织披露针对食品安全的管理方针或是采取的措施。
内容包括但不限于：
1.建立了一套健全的食品安全管理体系
2.设定了食品安全目标，并有相应的达成目标的措施
3. 针对食品安全管理的具体政策或具体措施"
002005001002,公司关于食品安全议题相关的行业组织的参与情况,企业需要披露参加的行业协会及组织必须是和食品安全相关的。
002005001003,公司为保障或提升药品及医疗服务安全水平而采取的管理措施,"组织披露针对药品及医疗服务管理方针或是采取的措施。
内容包括但不限于：
1. 建立了一套健全的药品及医疗服务安全管理体系
2. 设定了药品及医疗服务安全目标，并有相应的达成目标的措施
3. 对药品及医疗服务管理的具体政策或具体措施"
002005001004,公司关于药品及医疗服务安全相关的行业组织的参与情况,企业需要披露参加的行业协会及组织必须是和医疗服务与安全相关的
002005002001,公司对质量管理体系认证ISO 9001的获得情况,"企业需要披露取得产品质量安全相关的认证（ISO 9001）
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002002,公司对质量管理体系认证QC 080000的获得情况,"企业需要披露取得产品质量安全相关的认证（QC 080000）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002003,公司对质量管理体系认证IATF 16949的获得情况,"企业需要披露取得产品质量安全相关的认证（IATF 16949）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002004,公司对质量管理体系认证GMP的获得情况,"企业需要披露取得产品质量安全相关的认证（GMP）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002005,公司对质量管理体系认证TS 16949的获得情况,"企业需要披露取得产品质量安全相关的认证（TS 16949）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002006,公司对质量管理体系认证BIQS的获得情况,"企业需要披露取得产品质量安全相关的认证（BIQS）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002007,公司对质量管理体系认证VDA 6.3的获得情况,"企业需要披露取得产品质量安全相关的认证（VDA 6.3）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002008,公司对质量管理体系认证GJB 9001C的获得情况,"企业需要披露取得产品质量安全相关的认证（GJB 9001C）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002009,公司对质量管理体系认证AS 9100D的获得情况,"企业需要披露取得产品质量安全相关的认证（AS 9100D）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002010,公司对质量管理体系认证NADCAP的获得情况,"企业需要披露取得产品质量安全相关的认证（NADCAP）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002011,公司对质量管理体系认证HACCP的获得情况,"企业需要披露取得产品质量安全相关的认证（HACCP）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002012,公司对质量管理体系认证MDR的获得情况,"企业需要披露取得产品质量安全相关的认证（MDR）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002013,公司对质量管理体系认证MDSAP的获得情况,"企业需要披露取得产品质量安全相关的认证（MDSAP）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002014,公司对质量管理体系认证ISO 13485的获得情况,"企业需要披露取得产品质量安全相关的认证（ISO 13485）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002015,公司对质量管理体系认证ISO 22000的获得情况,"企业需要披露取得产品质量安全相关的认证（ISO 22000）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002016,公司对质量管理体系认证TL 9000的获得情况,"企业需要披露取得产品质量安全相关的认证（TL 9000）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005002017,公司对质量管理体系认证GSP的获得情况,"企业需要披露取得产品质量安全相关的认证（GSP）；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005003,公司为维持或提升客户满意度而采取的管理措施,企业需要详细披露为了提升和维持客户满意度而采取的措施。仅披露满意度调查结果不接受。
002005123,公司客户满意度占比情况,"企业需要披露客户满意度调查结果，通常为满意度得分或比率（百分制）。如有XX%客户感到比较满意/满意或客户满意度为XX%.
注意：
1. 非百分制的情况需要换算为百分制占比。
2. 存在更加细分的满意度调查结果的情况下，需根据具体情况将满意及以上的占比进行加总。"
002005004,公司对产品召回问题设置的召回处理流程或管理制度,企业需要详细披露针对产品召回问题的处理方法和相应的管理制度。
002005005,公司对客户投诉问题设置的处理流程或管理制度,企业需要详细披露针对客户投诉的处理方法和相应的管理制度。
002005006,公司为保护客户隐私而采取的管理措施或方针,企业需要披露保护客户隐私的管理方针或是采取的措施。可以包括对客户信息的采集，使用，防泄漏相关的规定或措施。
002005007,公司为保护数据安全而采取的管理措施或方针,企业需要披露针对数据/信息安全，包括防止各类数据泄露、丢失、破坏、更改等的管理方针或是采取的措施。例如数据机房上锁，防木马软件，防止黑客入侵等。主要针对的是整个企业的信息数据安全管理。
002005120,公司针对数据安全风险或突发事件建立的应急响应机制,"企业需要披露企业为了应对数据泄露、系统遭受攻击、自然灾害或其他紧急情况而制定的一套应急预案和程序。
注意：
1. 企业必须建立完善且长期的数据安全应急预案，像是成立相关数据安全部门、定期审查和更新数据安全应急预案等措施都符合要求。"
002005008001,公司对信息安全管理体系认证ISO 27001的获得情况,"企业需要披露取得ISO 27001认证；
报告中可能出现的披露形式：明确说明取得了认证、给出取得的认证图片或截图、通过了相关机构审核等。"
002005009,公司在产品营销过程中采取对社会负责任原则的相关政策、承诺或措施,"负责任营销分为两个层级，第一级是遵守相关的法律规定和行业规定（主要是商品标识方面，例如食品药品中成分的标识）。其次是更广泛的负责任营销概念，主要的目的是保护消费者（特别是弱势消费者和缺乏相关认知容易被误导的消费者），避免不必要的诱导或虚假夸大营销。例如医疗健康行业和食品行业（保健品）要避免虚假宣传，烟酒的营销应该避开未成年人，博彩、信贷等行业应避免对顾客产生诱导。

仅提到没有违反相关法律规定不可接受。"
002005009001,公司在产品营销过程中为避免虚假宣传而采取的相关政策、承诺或措施,企业披露有关避免虚假宣传及营销的方针政策，及如何避免虚假宣传及营销的措施
002005009002,公司在对产品包装、制定标签或说明书等过程中采取对社会负责任原则的相关政策、承诺或措施,企业需要披露产品包装的管理，特别是成分及使用方法的说明情况，确保标签内容真实不夸大且内容完整。
002005009003,公司对员工进行对社会负责原则的营销培训的开展情况,企业需要披露针对员工，特别是销售人员进行负责任营销培训，宣传责任营销，不误导客户及消费者;
002005009004,公司为保证产品营销的社会负责任原则而进行的合规审计,主要是企业针对负责任营销进行合规审计，并针对审计的情况进行有效追踪，持续改进
002005010,公司为避免或减小产品自身的负面影响（如香烟、酒）而采取的管理措施,"企业需要披露针对这些负面影响而采取的相关管理措施。
可以是通过研发来减少产品中的负面因素，例如减少饮料中糖分的含量，减少加工食品中盐分的使用量；游戏防沉迷机制等
注意：
此处的负面影响是产品自身性质导致的不可避免的负面影响，例如游戏，酒精，烟草，高脂高糖高钠食品等。"
002005010001,公司为避免或减小产品自身的负面影响对青少年产生的影响而采取的管理措施,企业需要披露针对产品对青少年的负面影响，进行有效的管控，尽可能地保护青少年不受危害。如烟酒的危害，通过一些宣传教育，及产品包装的改进等方式
002005010002,公司为避免或减小产品自身的负面影响而开展的研发活动,企业需要披露为了减少产品负面影响而展开的研发，这类研发往往可以减少产品的负面影响，但是不可能完全消除负面影响。只强调研发行为，可以不推出产品。
002005010003,公司为避免或减小同类产品自身的负面影响而上市的负面影响更小的产品,企业需要披露企业本身推出的负面影响较小的产品。
002005010004,公司为避免或减小同类产品自身的负面影响而自身推出的负面影响更小的产品的推广活动,企业需要披露针对负面影响较小的产品进行推广，如降低其价格或是相比于其他产品推广力度大等等。
002005011,公司为提升服务可及性而制定的政策或采取的措施,目前世界上仍然有非常多的人口无法获取医疗服务，“医疗服务可及性“就是为了解决这个问题。企业采取措施来提升人群（特别是贫困人群和患病人群）获取医疗服务、接受治疗的比例，降低人群就医难度。披露相关活动时不一定直接提到“医疗可及性”，但只要满足要求即可。企业需要明确披露提升“服务可及性”的方针政策或承诺，或为了提升服务可及性采取的行动。例如针对公众健康问题（例如糖尿病、眼科疾病、艾滋病、疟疾等）进行药品或治疗技术的研究开发、在不发达国家和发展中国家市场对药品/医疗服务进行降价（价格歧视）、与公众健康问题重点地区共享科研成果或开放专利授权等。
002005011001,公司为提升服务可及性而制定的有时间线的目标,"企业需要披露对提升服务可及性制定相关目标，可以使服务的覆盖面扩大等的相关可执行目标。

目标类：
目标可以是量化形式（有具体目标数值），也可以是非量化形式（无具体目标数值），但必须要有时间限制（结束时间）；
有多个目标的情况下都需摘录"
002005011002,企业为提升服务可及性而制定的有时间线目标的执行情况,"企业需要披露已有的目标的执行进度，可以是量化的进度（有具体数值，例如减少了8%），也可以是非量化的进度（例如披露“已达成“或“√” “×”），其重点在于考察企业对于已经制定的目标的持续跟进。
注意：
1. 摘录时尽量连同摘录进展所对应的目标本身，如果只有进展没有相关目标，则不接受。"
002005011003,企业针对针对疟疾、结核及艾滋病的研发情况,企业需要披露提到“疟疾”，“结核”，“艾滋病”中的一种，并强调针对这些病症的研发，且取得了一些成果的。
002005011004,企业针对针对癌症、阿兹海默症等疑难病症或罕见病症的研发情况,只要提到“罕见病”，“癌症”，“阿兹海默症”，“疑难病”中的一种，并强调针对这些病症的研发，且取得了一些成果的，就可以摘录
002005011005,企业针对新出现的公共健康（大型）危机的研发情况,企业需要披露提到类似针对“新公共健康危机”，“新型流行病”等的研发。
002005011006,企业为提升服务可及性而降低药品价格的制度或措施,"企业需要披露遵照国家规定,保持药品合理比价,对于价格歧视的管理。（提到即可摘录）
"
002005011007,企业针对提升中低收入国家医疗可及性的措施,企业需要披露针对“中低收入国家”开放医疗相关服务或产品；有针对未来在“中低收入国家”开放医疗相关服务条件的计划和措施.
002005011008,公司为提升其服务在偏远地区或欠发达国家的普及度而采取的措施,企业有披露针对“偏远地区”增设或覆盖相关服务点。包括基础设施类，比如通信企业，物流企业设立基站/配送点，医药企业乡村送药等。
002005012,公司为保障或提升动物福利而制定的政策或采取的措施,企业需要披露在研发实验、养殖过程中如何进行动物管理，保障动物福利
002005012001,公司关于动物福利相关国际认证的获取情况，如NFS、AAALAC等,企业需要披露获得与动物福利有关的国际认证如NSF， AAALAC等。
002005012002,公司对动物的五项基本福利的保护情况,"企业需要披露遵循以下基本福利：
享受不受饥渴的自由，保证提供动物保持良好健康和精力所需要的食物和饮水；
享有生活舒适的自由，提供适当的房舍或栖息场所，让动物能够得到舒适的睡眠和休息；
享有不受痛苦、伤害和疾病的自由，保证动物不受额外的疼痛，预防疾病并对患病动物进行及时的治疗；
享有生活无恐惧和无悲伤的自由，保证避免动物遭受精神痛苦的各种条件和处置；
享有表达天性的自由，被提供足够的空间、适当的设施以及与同类伙伴在一起。
"
002005012003,公司为保障或提升动物福利而采取的措施,"企业需要披露针对保障动物福利而采取的相关措施，例如提升动物生存环境；
对动物福利的研究；对动物福利的外部审核
"
002005013,公司关于内部知识产权的开发、管理及维护的相关管理措施,企业需要披露如何进行知识产权的开发、管理和维护。注意这里是自身的知识产权管理，如果只是提到不侵犯知识产权并不符合要求。
002005014,公司为提升残障人士的产品使用体验对无障碍设施的设置情况,企业需要披露在提供产品或服务时，考虑到障碍人员的情况，针对不同障碍人员的情况设计不同的产品，以帮助他们有效使用产品。
002005015,公司关于将ESG概念融入金融产品或投资决策的相关政策或承诺,"组织披露将ESG纳入其运营及投资决策中
1. 如产品开发阶段,考虑将ESG融入产品中,开发绿色产品(摘录此项时注意是政策层面,非产品本身的内容)
2. 如在投资决策中纳入ESG因子,将投资人的ESG表现作为考量标准之一
3. 推动被投资机构进行ESG管理等"
002005016001,公司关于绿色基金项目的开展情况,企业需要披露有设立绿色基金相关的项目产品
002005016002,公司关于绿色债券项目的开展情况,企业需要披露有设立绿色债卷相关的产品项目
002005016003,公司关于绿色信贷项目的开展情况,企业需要披露有设立绿色信贷相关的产品项目
002005016004,公司关于绿色投资项目的开展情况,企业需要披露有设立绿色投资相关的产品项目
002005016005,公司关于绿色保险项目的开展情况,企业需要披露有设立绿色保险相关的产品
002005016006,公司关于其他类型绿色金融产品的开展情况,企业需要披露有发展相关其他的绿色金融产品
002005121,公司关于普惠金融产品的开展情况,
002005122,公司关于转型金融产品的开展情况,
002005017,公司针对金融产品服务对象、被投资对象开展的ESG风险尽职调查,"企业需要披露会根据赤道原则,PRB责任银行原则，PRI责任投资原则，PSI责任保险原则，对绿色金融产品线进行尽职调查，确保产品的绿色。"
002005018,公司参与并发布的ESG概念相关研究成果,"这里的研究报告包括但不限于:
1. 首先要与ESG相关的研究报告
2. 可以和相关NGO，政府机构及学术机构合作的研究报告
3. 研究报告的名称及相关内容简述需要发布出来
以上内容如果提到1个及一个以上，则摘录；’如果披露内容中未提到以上三种情况，那么在文中如果提到企业开战了ESG相关研讨会并分享了研讨会的成果等（但没有具体内容），也勉强可以算是"
002005019,公司与外部机构开展的针对ESG概念在金融领域应用的相关合作,"合作可以是，但不限于
1. 合作ESG产品
2. 合作ESG研究并发布研究成果
3. 建立行业ESG标准，推动行业共同的ESG发展
以上内容如果提到1个及一个以上，则摘录；’如果披露内容中未提到以上三种情况，那么在文中如果提到协同同行或行业组织开展ESG研讨会也可以勉强摘录"
002005020,公司为促进产品的营养健康水平而制定的政策或采取的措施,"企业针对营业健康促进采取的相关措施，
主要是指：
1. 减少人造成分
2. 减少防腐剂，味精等化工元素 
3. 减少脂肪含量
4. 减少甜度等。"
002005020001,公司为促进产品的营养健康水平而开展的活动，如对消费者的宣教、与行业协会的合作,"企业针对营养健康主体的推广活动主要有，包括但不限于：
1. 研发健康营养的产品
2. 对消费者进行宣传及教育
3. 持续对产品中的非营养物质进行监测
4. 与行业协会协作，制定标准或举办活动提升整个行业的产品营养健康水平"
002005020002,公司为提升产品的营养健康水平而制定的目标,"营养健康促进目标包括但不限于：
1. 研发营养产品的投入金额
2. 推出的营养健康产品个数"
002005021,公司在常规产品的基础上为特殊人群（如高血压患者、糖尿病患者）开发产品的情况,企业需要披露针对一些特殊人群，包括高血压，糖尿病患者，研发针对于这些人群特定的产品，以满足其特别要求，迎合市场需求
002005022,公司为适应内外部经营环境变化、优化产品及服务，而制定的宏观层面的创新管理策略,"创新管理策略可以包括：
1. 企业的创新体系
2. 企业的创新布局（地域布局，研究方向布局）
3. 企业的创新（研发）平台
4. 企业的创新计划
只要是写到“创新管理”的整体管理情况就可以摘录"
002005023,公司为提升创新能力或表现制定的相关目标，如目标专利数量,"这个目标可以是，但是不限于：
1. 创新研发投入的目标
2. 创新研发人员的招录
3. 创新产品数量
4. 创新项目数量
5. 专利数量"
002005024,公司开展的对社会有显著贡献的创新项目或因创新项目而获得的相关奖项,杰出的定义是需要创新项目或者产品是对社会有明显贡献的，比如医药行业的产品惠及了更多患者等，或者他在国际行业领域获得荣誉或奖项项目，奖项及产品及其他创新的结果，如杰出则可以摘录。
002005026,公司为提升工作效率而开展的数字化转型相关实践,"企业需要披露通过”数字化转型”, “建立数字平台”等对日常工作流程进行改革,使工作更流畅,方便,准确并提升工作效率。
这个议题可以从几个段落去找,由于他主要使改进工作流程的,所以基本上会在以下几处:
1. 供应链部分
2. 员工管理部分
3. 创新研发部分
4. 风险管理部分"
002005027,公司为提升汽车产品的驾驶安全水平的相关实践,"企业可能会披露为：设计阶段对汽车产品安全驾驶的因素进行考量；针对汽车性能，为客户及消费者进行安全驾驶的推广与培训
以上内容如果提到一个及以上，则可以摘录。注意主要是针对“客户驾驶安全”"
002005028,公司为提升交通运输安全水平的相关实践,主要是针对运输车辆交通运输安全，这里强调的是交通运输。区分“驾驶员疲劳预防措施”，驾驶疲劳预防知识交通运输安全中的一部分。
002005029,公司为保障或提升旅客在旅行途中的医疗水平的相关实践,"组织披露在旅途针对旅客的身体健康有以下准备：
1. 充足的医疗物资和医疗条件
2. 有完备的应急预案并实施过应急响应演习
3. 创新平台管理，提升医疗救助的效率
以上满足1个及以上即可摘录"
002005030,公司为保护被试验者合法权益而制定的政策或采取的措施,"组织披露的以下内容可以摘录：
1. 针对临床试验管理所制订的政策和简单的描述（主要针对接受临床试验人群的保护）
2. 临床试验管理的整体方针（主要针对接受临床试验人群的保护）
3. 不歧视性地选择临床患者 
4. 临床患者自由参与的政策
5. 对临床患者的风险告知
6.  透明的试验结果
7. 临床患者及时反馈不良状况的渠道（保护参与者安全）
以上包含2点及以上即可摘录"
002005031,公司为避免抗微生物药滥用而指定的政策或措施,"组织避免微生物药物滥用或过度使用所采取的措施。
（农业、医疗生物相关）抗药性避免滥用，指导患者用药。农业：动物使用的抗生素。"
002005032,公司为避免各类用药风险（如不良反应、误用等）而制定的与药物警戒相关的政策或采取的措施,"在文中查找“药物警戒“相关内容，但是如果只有药物警戒四个字，没有展开的内容，也不可接受，内容可能包括以下：（PV）
1. 早期发现未知药品的不良反应及其相互作用；
2. 发现已知药品的不良反应的增长趋势；
3. 分析药品不良反应的风险因素和可能的机制；
4. 对风险/效益评价进行定量分析，发布相关信息，促进药品监督管理和指导临床用药。
若没有提到药物警戒，但是提到了以上4个内容之一那么也勉强可以算"
002005033,公司为降低伪造药品产生的影响而采取的措施,"企业针对仿造药的打击措施
可以去文中找以下章节
1. 风险章节
2. 知识产权章节
3. 社区影响章节"
002005034,公司为避免产生基因工程相关风险（如破坏生物多样性、伦理问题）而采取的管理措施,"摘录内容主要针对组织在进行基因改造之后的影响，比如防止人工编辑基因混入自然界破坏生物多样性和伦理的控制及措施
如果组织只提到了基因工程这四个字没有其他的描述则不可以接受。"
002005035,公司为保障或提升生物安全或实验安全水平（如避免实验病菌外泄）而采取的管理措施,"如果组织只提到了生物安全这四个字没有其他的描述则不可以接受
组织至少需要提到，建立了《生物安全管理政策》
如果对生物安全管理有相关案例也可以勉强接受
生物废弃物管理"
002005036,从事农业、养殖业的公司关于杂交种植或基因改造的管理措施,"如果组织只提到了杂交种植或基因改造这四个字没有其他的描述则不可以接受
组织至少需要提到，针对基因改造或杂交种植的相关政策
针对杂交种植和基因改造有相关案例也可以勉强接受"
002005037,公司为维护或提升物业的环境水平，与租户签订的绿色租赁协议,"如在协议中，对每年的用水量进行制约，并如果没有达标会产生额外的费用等。
在摘录过程中，不需要看到以上例举这么细节的内容，可以包含以下但不限于以下内容：
1. 有“绿色租赁”，“绿色条款”的字眼，并且有相关简述
2. 能表现组织推动租户进行节能降耗或其他保护环境的措施，此措施必须是长期而并不定期或一次性的。"
002005038,公司为避免传播不良信息，对向用户传播的媒体内容采取的管理措施,"此内容可能出现的地方为
1. 风险部分
2. 产品责任

如内容包括以下中的一个即可摘录:
1.内容价值(受众教育,平衡，客观，多样性和完整性) ，主要是对平台内容审核和管理
2.内容创造（质量，多元性和多样性）
"
002005039,公司在房地产开发过程中为促进业主低碳出行而采取的措施,"如内容包括以下中的一个即可摘录:
1. 组织在房产开发的过程中考虑公共交通接入
2. 组织在房产开发的过程中考虑租户低碳出行；
"
002005040,公司为实现或提升产品信息的可追溯性而采取的相关管理措施,企业披露建立了完整的产品追溯管理系统，实现产品到原材料的有效追溯
